num_healthy_workers,num_in_flight_async_sample_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,48,1f6bb_00000,2024-08-12_20-31-39,1723469499,120.4131510257721,12904.920359611511,36432,Phats-MacBook-Pro-2.local,127.0.0.1,12904.920359611511,48,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,152726.111,0.028,152726.036,152726.013,0,0,0,0,48.180701754385964,66.30409356725146,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,49,1f6bb_00000,2024-08-12_20-33-40,1723469620,120.43518781661987,13025.355547428131,36432,Phats-MacBook-Pro-2.local,127.0.0.1,13025.355547428131,49,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,152727.81,0.028,152727.735,152727.713,0,0,0,0,51.97192982456141,66.56374269005849,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,50,1f6bb_00000,2024-08-12_20-35-40,1723469740,120.42128825187683,13145.776835680008,36432,Phats-MacBook-Pro-2.local,127.0.0.1,13145.776835680008,50,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,152728.123,0.028,152728.048,152728.026,0,0,0,0,52.747953216374256,66.19999999999999,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,51,1f6bb_00000,2024-08-12_20-37-41,1723469861,120.42068600654602,13266.197521686554,36432,Phats-MacBook-Pro-2.local,127.0.0.1,13266.197521686554,51,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,152728.449,0.028,152728.374,152728.353,0,0,0,0,42.444767441860456,65.76162790697674,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,52,1f6bb_00000,2024-08-12_20-39-41,1723469981,120.43477582931519,13386.63229751587,36432,Phats-MacBook-Pro-2.local,127.0.0.1,13386.63229751587,52,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,152715.606,0.028,152715.532,152715.51,0,0,0,0,48.21695906432749,66.29415204678364,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,53,1f6bb_00000,2024-08-12_20-41-41,1723470101,120.44379496574402,13507.076092481613,36432,Phats-MacBook-Pro-2.local,127.0.0.1,13507.076092481613,53,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60214.753,0.028,60214.681,60214.661,0,0,0,0,44.58304093567252,65.76725146198831,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,54,1f6bb_00000,2024-08-12_20-43-42,1723470222,120.44967675209045,13627.525769233704,36432,Phats-MacBook-Pro-2.local,127.0.0.1,13627.525769233704,54,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60217.168,0.018,60217.121,60217.107,0,0,0,0,40.44736842105263,66.34327485380118,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,55,1f6bb_00000,2024-08-12_20-45-42,1723470342,120.4416778087616,13747.967447042465,36432,Phats-MacBook-Pro-2.local,127.0.0.1,13747.967447042465,55,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60217.534,0.016,60217.496,60217.485,0,0,0,0,39.5280701754386,65.95672514619883,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,56,1f6bb_00000,2024-08-12_20-47-43,1723470463,120.40836119651794,13868.375808238983,36432,Phats-MacBook-Pro-2.local,127.0.0.1,13868.375808238983,56,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60217.112,0.018,60217.073,60217.062,0,0,0,0,42.215204678362575,65.63216374269005,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,57,1f6bb_00000,2024-08-12_20-49-43,1723470583,120.43839311599731,13988.81420135498,36432,Phats-MacBook-Pro-2.local,127.0.0.1,13988.81420135498,57,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60217.237,0.018,60217.198,60217.188,0,0,0,0,40.312865497076025,65.55555555555557,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,58,1f6bb_00000,2024-08-12_20-51-44,1723470704,120.44656801223755,14109.260769367218,36432,Phats-MacBook-Pro-2.local,127.0.0.1,14109.260769367218,58,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60220.28,0.017,60220.242,60220.232,0,0,0,0,40.536842105263155,65.48596491228069,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,59,1f6bb_00000,2024-08-12_20-53-44,1723470824,120.41410303115845,14229.674872398376,36432,Phats-MacBook-Pro-2.local,127.0.0.1,14229.674872398376,59,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60219.055,0.017,60219.017,60219.007,0,0,0,0,41.288953488372094,65.40406976744185,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,60,1f6bb_00000,2024-08-12_20-55-45,1723470945,120.43708491325378,14350.11195731163,36432,Phats-MacBook-Pro-2.local,127.0.0.1,14350.11195731163,60,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60219.526,0.017,60219.488,60219.478,0,0,0,0,39.91052631578947,65.05730994152046,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,61,1f6bb_00000,2024-08-12_20-57-45,1723471065,120.44571685791016,14470.55767416954,36432,Phats-MacBook-Pro-2.local,127.0.0.1,14470.55767416954,61,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60219.882,0.017,60219.844,60219.834,0,0,0,0,45.47485380116959,65.77426900584796,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,62,1f6bb_00000,2024-08-12_20-59-46,1723471186,120.46704602241516,14591.024720191956,36432,Phats-MacBook-Pro-2.local,127.0.0.1,14591.024720191956,62,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60221.638,0.017,60221.601,60221.59,0,0,0,0,40.42631578947368,63.18713450292397,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,63,1f6bb_00000,2024-08-12_21-01-46,1723471306,120.44972681999207,14711.474447011948,36432,Phats-MacBook-Pro-2.local,127.0.0.1,14711.474447011948,63,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60221.958,0.017,60221.921,60221.911,0,0,0,0,39.14327485380117,62.564912280701755,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,64,1f6bb_00000,2024-08-12_21-03-46,1723471426,120.44383692741394,14831.918283939362,36432,Phats-MacBook-Pro-2.local,127.0.0.1,14831.918283939362,64,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60221.97,0.017,60221.932,60221.922,0,0,0,0,40.30175438596491,63.364912280701766,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,65,1f6bb_00000,2024-08-12_21-05-47,1723471547,120.4185471534729,14952.336831092834,36432,Phats-MacBook-Pro-2.local,127.0.0.1,14952.336831092834,65,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60219.79,0.017,60219.753,60219.743,0,0,0,0,38.347093023255816,63.63662790697674,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,66,1f6bb_00000,2024-08-12_21-07-47,1723471667,120.43316912651062,15072.770000219345,36432,Phats-MacBook-Pro-2.local,127.0.0.1,15072.770000219345,66,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60218.825,0.014,60218.79,60218.78,0,0,0,0,38.93216374269006,64.0093567251462,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,67,1f6bb_00000,2024-08-12_21-09-48,1723471788,120.45429182052612,15193.224292039871,36432,Phats-MacBook-Pro-2.local,127.0.0.1,15193.224292039871,67,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60219.146,0.015,60219.111,60219.101,0,0,0,0,39.67076023391813,64.09590643274852,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,68,1f6bb_00000,2024-08-12_21-11-48,1723471908,120.45214819908142,15313.676440238953,36432,Phats-MacBook-Pro-2.local,127.0.0.1,15313.676440238953,68,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60217.799,0.015,60217.764,60217.754,0,0,0,0,39.78421052631579,64.23625730994152,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,69,1f6bb_00000,2024-08-12_21-13-49,1723472029,120.42445588111877,15434.100896120071,36432,Phats-MacBook-Pro-2.local,127.0.0.1,15434.100896120071,69,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60217.299,0.015,60217.263,60217.253,0,0,0,0,43.69298245614035,64.44035087719298,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,70,1f6bb_00000,2024-08-12_21-15-49,1723472149,120.4340307712555,15554.534926891327,36432,Phats-MacBook-Pro-2.local,127.0.0.1,15554.534926891327,70,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60217.944,0.015,60217.909,60217.898,0,0,0,0,38.90760233918129,64.02807017543859,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,71,1f6bb_00000,2024-08-12_21-17-50,1723472270,120.45420217514038,15674.989129066467,36432,Phats-MacBook-Pro-2.local,127.0.0.1,15674.989129066467,71,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60219.319,0.015,60219.284,60219.274,0,0,0,0,39.51052631578947,64.80350877192983,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,72,1f6bb_00000,2024-08-12_21-19-50,1723472390,120.43299603462219,15795.42212510109,36432,Phats-MacBook-Pro-2.local,127.0.0.1,15795.42212510109,72,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60218.649,0.014,60218.615,60218.604,0,0,0,0,41.24825581395349,64.99476744186046,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,73,1f6bb_00000,2024-08-12_21-21-51,1723472511,120.44193196296692,15915.864057064056,36432,Phats-MacBook-Pro-2.local,127.0.0.1,15915.864057064056,73,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60218.83,0.014,60218.795,60218.784,0,0,0,0,40.494152046783626,64.99649122807018,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,74,1f6bb_00000,2024-08-12_21-23-51,1723472631,120.4062819480896,16036.270339012146,36432,Phats-MacBook-Pro-2.local,127.0.0.1,16036.270339012146,74,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60217.329,0.014,60217.295,60217.285,0,0,0,0,42.63859649122807,65.00701754385965,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,75,1f6bb_00000,2024-08-12_21-25-52,1723472752,120.45918798446655,16156.729526996613,36432,Phats-MacBook-Pro-2.local,127.0.0.1,16156.729526996613,75,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60219.943,0.014,60219.909,60219.899,0,0,0,0,42.287134502923976,64.86491228070176,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,76,1f6bb_00000,2024-08-12_21-27-52,1723472872,120.44746494293213,16277.176991939545,36432,Phats-MacBook-Pro-2.local,127.0.0.1,16277.176991939545,76,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60223.118,0.014,60223.083,60223.073,0,0,0,0,42.69181286549708,64.63625730994151,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,77,1f6bb_00000,2024-08-12_21-29-53,1723472993,120.44649696350098,16397.623488903046,36432,Phats-MacBook-Pro-2.local,127.0.0.1,16397.623488903046,77,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60223.068,0.014,60223.033,60223.023,0,0,0,0,39.64152046783625,64.72163742690057,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,78,1f6bb_00000,2024-08-12_21-31-53,1723473113,120.4806797504425,16518.104168653488,36432,Phats-MacBook-Pro-2.local,127.0.0.1,16518.104168653488,78,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60225.467,0.014,60225.43,60225.416,0,0,0,0,41.6546511627907,64.65988372093024,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,79,1f6bb_00000,2024-08-12_21-33-53,1723473233,120.42670106887817,16638.530869722366,36432,Phats-MacBook-Pro-2.local,127.0.0.1,16638.530869722366,79,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60225.928,0.014,60225.892,60225.878,0,0,0,0,39.361988304093565,61.51988304093568,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,80,1f6bb_00000,2024-08-12_21-35-54,1723473354,120.44003176689148,16758.970901489258,36432,Phats-MacBook-Pro-2.local,127.0.0.1,16758.970901489258,80,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60224.423,0.014,60224.387,60224.373,0,0,0,0,39.309356725146195,61.23508771929825,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,81,1f6bb_00000,2024-08-12_21-37-55,1723473475,120.73861575126648,16879.709517240524,36432,Phats-MacBook-Pro-2.local,127.0.0.1,16879.709517240524,81,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60230.699,0.014,60230.663,60230.649,0,0,0,0,40.333918128654965,62.5175438596491,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,82,1f6bb_00000,2024-08-12_21-39-56,1723473596,120.92282176017761,17000.632339000702,36432,Phats-MacBook-Pro-2.local,127.0.0.1,17000.632339000702,82,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60254.428,0.014,60254.392,60254.378,0,0,0,0,39.44502923976608,62.90701754385964,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,83,1f6bb_00000,2024-08-12_21-41-57,1723473717,120.89843511581421,17121.530774116516,36432,Phats-MacBook-Pro-2.local,127.0.0.1,17121.530774116516,83,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60274.657,0.014,60274.621,60274.607,0,0,0,0,39.6140350877193,63.506432748538025,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,84,1f6bb_00000,2024-08-12_21-43-57,1723473837,120.8803038597107,17242.411077976227,36432,Phats-MacBook-Pro-2.local,127.0.0.1,17242.411077976227,84,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60296.882,0.014,60296.846,60296.831,0,0,0,0,39.00760233918128,62.77719298245613,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,85,1f6bb_00000,2024-08-12_21-45-58,1723473958,120.89121174812317,17363.30228972435,36432,Phats-MacBook-Pro-2.local,127.0.0.1,17363.30228972435,85,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60317.026,0.014,60316.99,60316.976,0,0,0,0,38.8140350877193,63.10409356725146,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,86,1f6bb_00000,2024-08-12_21-47-59,1723474079,120.93462085723877,17484.23691058159,36432,Phats-MacBook-Pro-2.local,127.0.0.1,17484.23691058159,86,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60340.008,0.019,60339.968,60339.953,0,0,0,0,39.1578947368421,63.33099415204678,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,87,1f6bb_00000,2024-08-12_21-50-00,1723474200,120.90905404090881,17605.145964622498,36432,Phats-MacBook-Pro-2.local,127.0.0.1,17605.145964622498,87,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60362.141,0.018,60362.101,60362.087,0,0,0,0,38.60350877192983,63.34795321637427,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,88,1f6bb_00000,2024-08-12_21-52-02,1723474322,121.41164898872375,17726.55761361122,36432,Phats-MacBook-Pro-2.local,127.0.0.1,17726.55761361122,88,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60434.521,0.018,60434.483,60434.472,0,0,0,0,38.93333333333334,63.57134502923977,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,89,1f6bb_00000,2024-08-12_21-54-03,1723474443,120.89503383636475,17847.452647447586,36432,Phats-MacBook-Pro-2.local,127.0.0.1,17847.452647447586,89,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60454.315,0.018,60454.277,60454.267,0,0,0,0,37.19476744186046,63.273837209302314,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,90,1f6bb_00000,2024-08-12_21-56-03,1723474563,120.81885123252869,17968.271498680115,36432,Phats-MacBook-Pro-2.local,127.0.0.1,17968.271498680115,90,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60475.095,0.018,60475.057,60475.047,0,0,0,0,35.54970760233918,63.633333333333326,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,91,1f6bb_00000,2024-08-12_21-58-04,1723474684,120.80489182472229,18089.076390504837,36432,Phats-MacBook-Pro-2.local,127.0.0.1,18089.076390504837,91,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60486.465,0.018,60486.426,60486.416,0,0,0,0,36.013450292397664,64.87309941520468,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,92,1f6bb_00000,2024-08-12_22-00-05,1723474805,120.84057807922363,18209.91696858406,36432,Phats-MacBook-Pro-2.local,127.0.0.1,18209.91696858406,92,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60481.661,0.018,60481.623,60481.612,0,0,0,0,35.888888888888886,64.86315789473684,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,93,1f6bb_00000,2024-08-12_22-02-06,1723474926,120.80266427993774,18330.719632864,36432,Phats-MacBook-Pro-2.local,127.0.0.1,18330.719632864,93,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60478.811,0.018,60478.772,60478.762,0,0,0,0,37.82397660818713,65.28654970760233,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,94,1f6bb_00000,2024-08-12_22-04-07,1723475047,120.81151795387268,18451.53115081787,36432,Phats-MacBook-Pro-2.local,127.0.0.1,18451.53115081787,94,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60476.801,0.018,60476.762,60476.752,0,0,0,0,35.97251461988305,64.93099415204678,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,95,1f6bb_00000,2024-08-12_22-06-07,1723475167,120.8129301071167,18572.344080924988,36432,Phats-MacBook-Pro-2.local,127.0.0.1,18572.344080924988,95,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60476.304,0.018,60476.264,60476.254,0,0,0,0,36.055813953488375,65.03372093023256,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,96,1f6bb_00000,2024-08-12_22-08-08,1723475288,120.81783509254456,18693.161916017532,36432,Phats-MacBook-Pro-2.local,127.0.0.1,18693.161916017532,96,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60469.956,0.014,60469.923,60469.913,0,0,0,0,35.554385964912285,65.27894736842106,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,97,1f6bb_00000,2024-08-12_22-10-09,1723475409,120.79237794876099,18813.954293966293,36432,Phats-MacBook-Pro-2.local,127.0.0.1,18813.954293966293,97,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60465.687,0.014,60465.653,60465.643,0,0,0,0,35.77309941520468,65.24093567251462,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,98,1f6bb_00000,2024-08-12_22-12-10,1723475530,120.819748878479,18934.774042844772,36432,Phats-MacBook-Pro-2.local,127.0.0.1,18934.774042844772,98,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60409.5,0.014,60409.466,60409.457,0,0,0,0,35.9485380116959,65.27309941520468,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,99,1f6bb_00000,2024-08-12_22-14-11,1723475651,120.82543778419495,19055.599480628967,36432,Phats-MacBook-Pro-2.local,127.0.0.1,19055.599480628967,99,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60408.111,0.014,60408.077,60408.067,0,0,0,0,35.80526315789474,65.22456140350879,[],[]
4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,True,100,1f6bb_00000,2024-08-12_22-16-12,1723475772,120.82983493804932,19176.429315567017,36432,Phats-MacBook-Pro-2.local,127.0.0.1,19176.429315567017,100,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,60408.313,0.014,60408.28,60408.27,0,0,0,0,35.95813953488371,65.3953488372093,[],[]
